customer_id,age_band,tenure_months,contract_type,monthly_charge,monthly_minutes,monthly_data_gb,support_tickets_6m,payment_method,churned
NT-00352,45-54,10,One-year,28.52,130,15.5,0,Direct debit,0
NT-00353,25-34,17,Month-to-month,57.88,343,10.8,4,Credit card (tokenised),0
NT-00354,18-24,28,Month-to-month,39.05,190,6.0,0,Bank transfer,0
NT-00355,45-54,31,One-year,62.92,189,16.0,0,Credit card (tokenised),0
NT-00356,18-24,26,Month-to-month,28.18,606,41.7,1,Credit card (tokenised),1
NT-00357,45-54,11,Month-to-month,64.33,349,27.6,0,Credit card (tokenised),0
NT-00358,65+,22,Month-to-month,26.68,318,14.0,0,Direct debit,0
NT-00359,35-44,61,Month-to-month,32.74,520,13.3,1,Direct debit,0
NT-00360,35-44,15,Month-to-month,43.31,394,8.4,0,Credit card (tokenised),0
NT-00361,45-54,28,One-year,49.97,514,11.0,2,Bank transfer,0
NT-00362,35-44,36,Month-to-month,46.14,291,1.0,1,Credit card (tokenised),0
NT-00363,35-44,42,One-year,15.04,495,14.5,2,Direct debit,0
NT-00364,65+,39,Month-to-month,31.13,96,19.0,1,Direct debit,0
NT-00365,35-44,21,Month-to-month,24.25,288,3.9,2,Credit card (tokenised),1
NT-00366,65+,17,One-year,21.42,376,4.7,0,Direct debit,0
NT-00367,65+,63,One-year,37.81,241,1.1,2,Direct debit,0
NT-00368,25-34,44,One-year,12.66,295,8.2,0,Direct debit,0
NT-00369,18-24,29,Two-year,50.0,532,9.9,0,Direct debit,0
NT-00370,18-24,55,Month-to-month,46.94,541,11.1,1,Direct debit,0
NT-00371,18-24,11,Month-to-month,57.43,375,8.8,0,Direct debit,0
NT-00372,18-24,13,Two-year,25.2,669,1.1,1,Credit card (tokenised),0
NT-00373,45-54,7,Month-to-month,26.38,151,0.4,1,Credit card (tokenised),0
NT-00374,18-24,30,Month-to-month,50.63,269,8.3,0,Credit card (tokenised),0
NT-00375,25-34,31,Month-to-month,51.53,275,6.2,1,Direct debit,1
NT-00376,55-64,12,One-year,54.18,633,13.1,3,Direct debit,0
NT-00377,18-24,43,Month-to-month,51.85,423,8.3,2,Direct debit,0
NT-00378,55-64,8,Month-to-month,40.63,736,7.4,1,Direct debit,0
NT-00379,25-34,34,Month-to-month,32.48,100,2.2,0,Direct debit,0
NT-00380,18-24,38,One-year,46.82,382,12.4,1,Direct debit,0
NT-00381,45-54,30,Month-to-month,32.7,322,8.8,0,Credit card (tokenised),0
NT-00382,45-54,11,Month-to-month,39.26,40,23.6,0,Credit card (tokenised),0
NT-00383,55-64,50,One-year,33.42,187,11.8,1,Direct debit,0
NT-00384,45-54,21,Two-year,41.2,152,5.9,1,Direct debit,0
NT-00385,55-64,22,One-year,52.9,421,7.7,1,Direct debit,0
NT-00386,25-34,19,One-year,33.81,616,12.8,1,Direct debit,0
NT-00387,25-34,40,Month-to-month,31.98,253,21.1,1,Direct debit,0
NT-00388,45-54,21,Month-to-month,36.73,148,5.3,0,Direct debit,0
NT-00389,55-64,14,Month-to-month,23.85,128,19.8,0,Credit card (tokenised),0
NT-00390,65+,45,One-year,45.97,758,16.8,2,Bank transfer,0
NT-00391,35-44,27,Month-to-month,39.4,202,41.0,1,Credit card (tokenised),0
NT-00392,35-44,46,One-year,37.58,20,6.3,1,Direct debit,0
NT-00393,55-64,29,Two-year,41.94,218,11.3,4,Credit card (tokenised),0
NT-00394,25-34,19,Month-to-month,20.31,98,9.3,0,Credit card (tokenised),0
NT-00395,65+,9,Month-to-month,54.81,331,25.3,0,Bank transfer,1
NT-00396,55-64,31,Month-to-month,31.76,312,2.9,0,Direct debit,0
NT-00397,35-44,24,Month-to-month,33.5,252,25.2,0,Credit card (tokenised),0
NT-00398,45-54,41,Month-to-month,48.38,111,4.7,1,Direct debit,0
NT-00399,45-54,20,Two-year,45.33,305,15.6,1,Credit card (tokenised),0
NT-00400,18-24,34,Month-to-month,61.99,275,18.1,1,Direct debit,0
NT-00401,65+,28,Month-to-month,26.42,295,6.0,2,Direct debit,0
NT-00402,35-44,18,Month-to-month,26.75,233,4.4,0,Bank transfer,0
NT-00403,55-64,21,Two-year,23.65,475,3.9,0,Credit card (tokenised),0
NT-00404,25-34,13,One-year,39.6,550,3.8,1,Bank transfer,0
NT-00405,55-64,65,Two-year,34.75,127,19.0,2,Credit card (tokenised),0
NT-00406,35-44,34,Two-year,29.66,456,6.5,2,Credit card (tokenised),0
NT-00407,18-24,12,Month-to-month,37.21,568,3.4,0,Credit card (tokenised),0
NT-00408,65+,63,Month-to-month,25.61,973,18.3,1,Credit card (tokenised),0
NT-00409,18-24,15,Month-to-month,56.55,347,6.9,2,Credit card (tokenised),0
NT-00410,25-34,20,Month-to-month,29.61,236,15.5,1,Direct debit,0
NT-00411,65+,25,One-year,31.15,502,4.3,0,Direct debit,1
NT-00412,65+,28,Month-to-month,12.0,239,8.1,0,Direct debit,0
NT-00413,35-44,40,Month-to-month,18.25,587,4.5,0,Direct debit,0
NT-00414,45-54,8,One-year,30.94,293,5.4,0,Direct debit,0
NT-00415,35-44,29,One-year,34.33,190,9.6,3,Credit card (tokenised),1
NT-00416,25-34,24,One-year,46.63,334,22.7,0,Direct debit,0
NT-00417,25-34,31,Month-to-month,20.05,269,22.8,0,Credit card (tokenised),1
NT-00418,45-54,23,One-year,43.43,254,7.3,0,Direct debit,0
NT-00419,45-54,22,Month-to-month,45.49,70,12.6,0,Credit card (tokenised),0
NT-00420,55-64,26,Month-to-month,46.12,563,4.6,1,Credit card (tokenised),0
NT-00421,55-64,62,One-year,50.43,560,15.3,0,Credit card (tokenised),0
NT-00422,18-24,22,Two-year,24.06,413,23.1,1,Direct debit,1
NT-00423,35-44,49,Month-to-month,44.49,434,3.9,1,Credit card (tokenised),0
NT-00424,18-24,30,Month-to-month,59.18,169,11.2,0,Credit card (tokenised),0
NT-00425,35-44,29,Month-to-month,54.8,42,0.8,0,Bank transfer,0
NT-00426,35-44,31,Month-to-month,60.7,355,18.0,0,Credit card (tokenised),1
NT-00427,55-64,36,Two-year,40.89,289,2.8,0,Credit card (tokenised),0
NT-00428,25-34,23,Month-to-month,30.9,351,4.0,0,Credit card (tokenised),1
NT-00429,18-24,47,One-year,12.0,31,6.3,0,Direct debit,0
NT-00430,25-34,36,One-year,23.09,466,3.2,1,Credit card (tokenised),0
NT-00431,55-64,13,One-year,31.7,167,5.9,0,Direct debit,0
NT-00432,45-54,6,Month-to-month,33.86,143,15.3,1,Credit card (tokenised),0
NT-00433,18-24,61,Month-to-month,28.5,803,2.8,0,Credit card (tokenised),0
NT-00434,18-24,31,Month-to-month,42.07,694,16.1,0,Credit card (tokenised),1
NT-00435,45-54,12,Month-to-month,40.34,69,0.7,1,Direct debit,0
NT-00436,18-24,22,Month-to-month,38.49,195,8.5,2,Credit card (tokenised),1
NT-00437,55-64,44,One-year,47.42,256,5.5,0,Direct debit,0
NT-00438,45-54,25,Month-to-month,32.36,648,29.2,2,Credit card (tokenised),0
NT-00439,18-24,27,One-year,51.15,487,3.0,0,Direct debit,0
NT-00440,18-24,40,Month-to-month,23.55,114,12.7,2,Direct debit,0
NT-00441,65+,33,One-year,34.36,331,3.1,1,Direct debit,0
NT-00442,35-44,37,Two-year,41.82,257,9.0,1,Direct debit,0
NT-00443,35-44,40,Month-to-month,14.98,262,8.3,0,Direct debit,0
NT-00444,55-64,19,Two-year,31.95,206,9.8,0,Direct debit,0
NT-00445,65+,20,One-year,46.54,258,23.4,1,Direct debit,0
NT-00446,65+,18,One-year,32.87,457,8.6,0,Bank transfer,0
NT-00447,45-54,20,One-year,16.13,278,9.1,1,Direct debit,0
NT-00448,35-44,26,Month-to-month,27.35,295,18.7,0,Credit card (tokenised),0
NT-00449,18-24,27,Month-to-month,21.86,489,17.4,0,Direct debit,0
NT-00450,55-64,54,Month-to-month,43.95,399,21.0,0,Credit card (tokenised),0
NT-00451,35-44,32,Month-to-month,39.41,492,10.5,1,Credit card (tokenised),0
NT-00452,35-44,26,Two-year,19.26,170,7.8,1,Credit card (tokenised),0
NT-00453,65+,15,One-year,18.34,315,13.9,1,Direct debit,0
NT-00454,18-24,24,Month-to-month,29.3,309,7.7,1,Bank transfer,0
NT-00455,35-44,63,One-year,38.38,281,1.3,1,Direct debit,0
NT-00456,18-24,63,One-year,29.94,249,1.5,2,Credit card (tokenised),0
NT-00457,35-44,24,Month-to-month,42.2,681,11.0,0,Credit card (tokenised),0
NT-00458,18-24,10,Month-to-month,41.79,232,5.3,1,Bank transfer,1
NT-00459,18-24,22,Month-to-month,44.39,586,3.7,0,Direct debit,0
NT-00460,18-24,54,Two-year,21.04,867,1.7,0,Direct debit,0
NT-00461,45-54,26,One-year,34.69,146,3.2,0,Credit card (tokenised),1
NT-00462,45-54,40,Month-to-month,50.91,112,9.7,0,Bank transfer,0
NT-00463,45-54,28,Month-to-month,29.94,60,25.4,1,Direct debit,1
NT-00464,65+,12,One-year,28.24,581,9.9,0,Direct debit,0
NT-00465,35-44,28,Two-year,32.14,590,7.6,3,Direct debit,0
NT-00466,25-34,42,One-year,31.84,152,5.8,1,Direct debit,0
NT-00467,55-64,20,One-year,39.46,496,15.8,2,Direct debit,1
NT-00468,25-34,42,Month-to-month,31.02,186,7.3,1,Credit card (tokenised),0
NT-00469,65+,29,Month-to-month,13.76,323,6.6,0,Direct debit,0
NT-00470,18-24,41,Month-to-month,52.22,559,3.8,1,Credit card (tokenised),0
NT-00471,65+,33,One-year,44.08,401,5.1,0,Direct debit,0
NT-00472,18-24,16,Month-to-month,39.79,173,14.2,1,Credit card (tokenised),0
NT-00473,55-64,24,One-year,36.87,335,11.6,1,Credit card (tokenised),0
NT-00474,35-44,23,Month-to-month,34.13,246,9.0,0,Credit card (tokenised),0
NT-00475,65+,20,One-year,28.4,493,9.5,0,Credit card (tokenised),0
NT-00476,18-24,32,Month-to-month,15.47,394,6.2,1,Bank transfer,0
NT-00477,35-44,69,Month-to-month,57.53,392,12.6,1,Direct debit,0
NT-00478,65+,47,One-year,38.25,166,10.1,2,Bank transfer,0
NT-00479,35-44,51,Month-to-month,18.67,162,3.4,2,Direct debit,1
NT-00480,45-54,19,Two-year,25.69,350,7.8,0,Credit card (tokenised),0
NT-00481,45-54,51,One-year,41.65,532,4.9,0,Direct debit,1
NT-00482,35-44,59,Month-to-month,41.41,760,21.2,0,Direct debit,0
NT-00483,45-54,19,One-year,29.03,82,13.4,2,Credit card (tokenised),0
NT-00484,45-54,35,Two-year,25.07,325,20.7,0,Bank transfer,0
NT-00485,65+,36,Month-to-month,31.13,561,4.4,0,Direct debit,0
NT-00486,18-24,25,Two-year,14.85,466,18.8,2,Credit card (tokenised),0
NT-00487,25-34,31,Month-to-month,32.29,385,6.3,2,Credit card (tokenised),0
NT-00488,65+,36,Month-to-month,32.42,555,2.6,0,Direct debit,0
NT-00489,55-64,26,One-year,56.32,155,8.6,2,Direct debit,0
NT-00490,35-44,46,Month-to-month,32.59,475,6.5,0,Credit card (tokenised),0
NT-00491,45-54,13,Month-to-month,41.03,577,6.7,0,Direct debit,0
NT-00492,25-34,23,Month-to-month,57.18,137,7.9,1,Credit card (tokenised),0
NT-00493,25-34,40,Month-to-month,25.19,394,18.2,1,Direct debit,0
NT-00494,35-44,65,One-year,30.5,496,12.0,0,Direct debit,0
NT-00495,25-34,48,One-year,31.53,522,13.7,2,Credit card (tokenised),0
NT-00496,45-54,30,Two-year,17.91,76,12.6,0,Bank transfer,0
NT-00497,18-24,26,One-year,34.86,210,4.5,1,Direct debit,1
NT-00498,65+,24,Month-to-month,51.96,37,1.0,1,Credit card (tokenised),0
NT-00499,65+,24,Month-to-month,48.15,677,7.9,1,Credit card (tokenised),0
NT-00500,45-54,9,Month-to-month,52.19,255,12.3,0,Credit card (tokenised),0
NT-00501,35-44,64,One-year,30.39,156,10.6,1,Direct debit,0
NT-00502,25-34,27,Month-to-month,24.45,144,9.5,2,Bank transfer,1
NT-00503,55-64,18,Month-to-month,65.07,217,13.2,2,Direct debit,0
NT-00504,45-54,35,Two-year,40.58,578,8.7,1,Bank transfer,1
NT-00505,25-34,19,One-year,18.65,170,9.2,0,Credit card (tokenised),0
NT-00506,65+,44,Month-to-month,68.72,730,4.9,0,Bank transfer,0
NT-00507,55-64,18,Month-to-month,36.92,113,21.6,1,Credit card (tokenised),0
NT-00508,65+,41,Two-year,12.0,1007,1.8,0,Bank transfer,0
NT-00509,45-54,24,Two-year,55.45,220,18.6,3,Credit card (tokenised),0
NT-00510,45-54,33,Month-to-month,12.0,740,1.7,1,Bank transfer,0
NT-00511,35-44,43,Month-to-month,41.46,678,15.1,1,Credit card (tokenised),0
NT-00512,65+,21,One-year,48.11,676,9.1,1,Bank transfer,0
NT-00513,55-64,42,One-year,46.18,304,17.3,1,Direct debit,0
NT-00514,18-24,9,One-year,56.67,126,14.4,1,Credit card (tokenised),0
NT-00515,18-24,57,Month-to-month,50.21,369,3.0,0,Credit card (tokenised),0
NT-00516,35-44,46,Two-year,60.28,184,0.8,0,Credit card (tokenised),0
NT-00517,55-64,27,Month-to-month,36.88,680,5.2,0,Credit card (tokenised),0
NT-00518,65+,50,Month-to-month,33.04,357,7.0,2,Direct debit,0
NT-00519,25-34,47,One-year,33.84,325,11.6,0,Credit card (tokenised),0
NT-00520,45-54,28,Month-to-month,54.48,192,8.1,1,Direct debit,0
NT-00521,35-44,28,Two-year,30.33,239,5.5,0,Credit card (tokenised),0
NT-00522,65+,17,Month-to-month,48.17,447,10.5,2,Credit card (tokenised),0
NT-00523,55-64,29,One-year,27.68,403,17.5,1,Credit card (tokenised),0
NT-00524,55-64,12,Month-to-month,27.9,497,17.5,2,Credit card (tokenised),0
NT-00525,35-44,41,One-year,52.21,520,9.3,1,Credit card (tokenised),0
NT-00526,35-44,41,Month-to-month,43.24,548,11.5,1,Direct debit,0
NT-00527,25-34,10,One-year,12.08,141,0.9,0,Credit card (tokenised),0
NT-00528,18-24,54,One-year,27.75,414,14.2,1,Credit card (tokenised),0
NT-00529,55-64,20,Month-to-month,12.0,397,26.5,0,Direct debit,0
NT-00530,55-64,96,Month-to-month,33.49,110,7.8,1,Direct debit,0
NT-00531,65+,32,Month-to-month,34.72,429,13.3,1,Bank transfer,1
NT-00532,65+,55,One-year,32.31,673,11.3,3,Credit card (tokenised),0
NT-00533,35-44,17,Month-to-month,52.48,436,8.7,0,Credit card (tokenised),0
NT-00534,55-64,24,Month-to-month,42.96,118,14.4,2,Credit card (tokenised),0
NT-00535,65+,21,Month-to-month,67.59,185,5.5,0,Credit card (tokenised),0
NT-00536,55-64,11,Two-year,44.41,380,7.0,0,Direct debit,0
NT-00537,25-34,13,Month-to-month,44.63,164,5.6,1,Bank transfer,1
NT-00538,35-44,26,Month-to-month,41.26,457,29.7,1,Direct debit,1
NT-00539,18-24,34,One-year,34.77,328,4.5,2,Credit card (tokenised),1
NT-00540,65+,16,One-year,30.2,541,13.3,1,Credit card (tokenised),0
NT-00541,45-54,23,Month-to-month,35.18,268,4.3,0,Credit card (tokenised),0
NT-00542,25-34,19,Two-year,35.73,386,10.4,1,Direct debit,0
NT-00543,45-54,27,One-year,36.87,203,12.4,2,Bank transfer,1
NT-00544,45-54,39,Month-to-month,45.63,902,1.4,0,Credit card (tokenised),0
NT-00545,25-34,30,Month-to-month,41.6,320,2.6,1,Credit card (tokenised),0
NT-00546,18-24,21,Two-year,31.8,136,4.3,2,Credit card (tokenised),0
NT-00547,45-54,46,Month-to-month,29.14,586,2.9,2,Credit card (tokenised),0
NT-00548,35-44,34,Month-to-month,40.69,262,3.8,2,Credit card (tokenised),0
NT-00549,55-64,30,Month-to-month,26.88,569,11.0,1,Credit card (tokenised),0
NT-00550,35-44,16,One-year,32.88,265,5.9,0,Credit card (tokenised),0
NT-00551,55-64,44,One-year,31.62,64,14.3,0,Credit card (tokenised),0
NT-00552,35-44,35,One-year,67.11,162,25.1,0,Direct debit,0
NT-00553,35-44,36,Month-to-month,22.71,316,2.6,0,Direct debit,1
NT-00554,55-64,25,One-year,28.49,129,26.8,1,Credit card (tokenised),0
NT-00555,35-44,23,One-year,31.33,258,15.9,0,Bank transfer,0
NT-00556,18-24,64,Month-to-month,32.58,527,12.8,0,Bank transfer,0
NT-00557,18-24,22,One-year,50.0,422,8.8,1,Credit card (tokenised),0
NT-00558,45-54,14,Month-to-month,34.95,349,9.9,1,Direct debit,0
NT-00559,45-54,31,One-year,22.11,263,3.7,0,Credit card (tokenised),0
NT-00560,45-54,28,Month-to-month,55.17,700,9.4,0,Direct debit,0
NT-00561,25-34,47,One-year,41.16,355,20.4,0,Direct debit,0
NT-00562,18-24,26,Two-year,43.05,205,4.0,0,Direct debit,1
NT-00563,18-24,39,Two-year,45.81,517,13.7,1,Direct debit,0
NT-00564,25-34,56,Month-to-month,23.22,443,18.0,1,Direct debit,0
NT-00565,45-54,34,Month-to-month,37.92,184,4.9,1,Credit card (tokenised),0
NT-00566,35-44,16,Month-to-month,47.85,625,11.7,1,Direct debit,0
NT-00567,35-44,9,Two-year,30.32,361,14.1,2,Direct debit,0
NT-00568,65+,35,One-year,41.68,390,28.1,0,Direct debit,0
NT-00569,25-34,23,Month-to-month,44.52,649,20.6,1,Direct debit,0
NT-00570,35-44,32,Month-to-month,20.48,120,20.3,1,Credit card (tokenised),0
NT-00571,55-64,28,Two-year,25.61,192,6.9,0,Direct debit,0
NT-00572,35-44,14,Month-to-month,12.0,655,13.4,1,Direct debit,1
NT-00573,45-54,26,Month-to-month,40.72,182,8.7,1,Credit card (tokenised),0
NT-00574,55-64,16,Month-to-month,60.62,326,2.4,0,Direct debit,0
NT-00575,65+,22,Month-to-month,29.69,708,4.2,0,Credit card (tokenised),1
NT-00576,25-34,44,One-year,35.69,151,9.3,2,Direct debit,0
NT-00577,65+,29,Two-year,50.16,68,8.0,0,Direct debit,0
NT-00578,35-44,37,Two-year,41.19,138,26.5,1,Direct debit,0
NT-00579,25-34,31,Month-to-month,26.32,323,9.9,0,Direct debit,0
NT-00580,35-44,24,One-year,56.32,279,17.9,0,Direct debit,0
NT-00581,65+,32,Month-to-month,40.37,260,11.9,2,Credit card (tokenised),1
NT-00582,35-44,10,Month-to-month,35.21,244,12.7,0,Credit card (tokenised),1
NT-00583,25-34,41,Two-year,36.21,180,16.0,0,Credit card (tokenised),0
NT-00584,45-54,18,Month-to-month,45.09,250,7.9,0,Direct debit,0
NT-00585,25-34,36,Month-to-month,30.64,411,9.0,3,Credit card (tokenised),0
NT-00586,18-24,24,Two-year,56.86,491,6.9,1,Bank transfer,0
NT-00587,18-24,14,Month-to-month,53.1,437,8.8,2,Direct debit,0
NT-00588,18-24,20,One-year,38.1,246,10.1,0,Direct debit,0
NT-00589,25-34,36,Two-year,38.74,282,11.8,0,Credit card (tokenised),0
NT-00590,18-24,74,Month-to-month,27.85,528,9.8,0,Direct debit,0
NT-00591,45-54,27,Month-to-month,30.35,524,10.5,1,Credit card (tokenised),0
NT-00592,25-34,70,Month-to-month,24.38,857,11.7,2,Direct debit,0
NT-00593,25-34,10,Month-to-month,35.55,261,0.2,2,Direct debit,0
NT-00594,55-64,25,Month-to-month,38.75,131,5.8,0,Direct debit,0
NT-00595,35-44,27,One-year,18.92,338,6.1,1,Credit card (tokenised),0
NT-00596,45-54,37,Month-to-month,46.27,452,11.6,1,Direct debit,0
NT-00597,25-34,20,Month-to-month,27.55,549,13.3,4,Credit card (tokenised),0
NT-00598,25-34,34,One-year,42.94,228,4.0,1,Bank transfer,0
NT-00599,18-24,25,One-year,47.69,372,17.6,2,Credit card (tokenised),0
NT-00600,25-34,51,Two-year,53.68,480,12.8,1,Credit card (tokenised),0
NT-00601,25-34,31,Month-to-month,51.16,320,4.4,0,Credit card (tokenised),0
NT-00602,25-34,93,One-year,57.88,280,6.3,3,Direct debit,0
NT-00603,18-24,25,One-year,47.79,416,8.6,0,Credit card (tokenised),0
NT-00604,18-24,49,Month-to-month,40.01,64,16.3,0,Bank transfer,0
NT-00605,35-44,57,Month-to-month,32.33,266,14.2,0,Credit card (tokenised),0
NT-00606,25-34,5,Month-to-month,36.57,935,4.4,0,Direct debit,1
NT-00607,35-44,41,One-year,57.55,401,18.4,1,Direct debit,0
NT-00608,35-44,14,Month-to-month,35.63,949,9.8,1,Direct debit,0
NT-00609,45-54,25,Two-year,37.94,354,18.9,0,Credit card (tokenised),0
NT-00610,18-24,15,One-year,55.71,623,10.4,0,Direct debit,1
NT-00611,55-64,51,Two-year,35.2,244,3.8,1,Direct debit,0
NT-00612,45-54,21,Month-to-month,28.46,267,12.6,1,Credit card (tokenised),0
NT-00613,18-24,10,Month-to-month,51.6,210,28.6,1,Credit card (tokenised),1
NT-00614,55-64,31,Month-to-month,28.07,597,5.8,0,Credit card (tokenised),0
NT-00615,65+,55,Month-to-month,42.85,176,4.6,1,Credit card (tokenised),0
NT-00616,18-24,15,Two-year,40.75,86,7.5,0,Direct debit,0
NT-00617,25-34,43,Month-to-month,41.79,557,12.9,0,Direct debit,0
NT-00618,55-64,8,Month-to-month,12.0,165,33.2,0,Bank transfer,1
NT-00619,45-54,57,Month-to-month,47.37,510,18.9,0,Credit card (tokenised),0
NT-00620,25-34,35,Month-to-month,37.29,276,3.8,0,Credit card (tokenised),0
NT-00621,25-34,14,One-year,45.4,1224,22.4,0,Direct debit,0
NT-00622,35-44,41,One-year,44.01,854,12.8,0,Direct debit,0
NT-00623,35-44,21,One-year,41.79,1409,12.5,1,Credit card (tokenised),0
NT-00624,45-54,17,Month-to-month,33.23,151,7.9,0,Bank transfer,1
NT-00625,35-44,21,Two-year,33.37,319,7.0,0,Direct debit,0
NT-00626,35-44,39,One-year,37.35,85,9.9,2,Bank transfer,0
NT-00627,45-54,16,Month-to-month,40.06,427,25.4,1,Direct debit,0
NT-00628,18-24,6,Month-to-month,32.91,165,2.5,1,Direct debit,0
NT-00629,25-34,22,Two-year,49.32,331,13.4,1,Direct debit,0
NT-00630,45-54,52,One-year,34.07,52,11.4,1,Direct debit,0
NT-00631,55-64,52,One-year,26.24,56,9.7,1,Bank transfer,0
NT-00632,35-44,21,Month-to-month,45.14,182,18.1,1,Direct debit,0
NT-00633,35-44,21,Month-to-month,60.57,201,2.8,1,Direct debit,0
NT-00634,18-24,20,One-year,23.99,701,22.6,2,Direct debit,1
NT-00635,35-44,19,One-year,36.5,251,0.4,2,Direct debit,0
NT-00636,35-44,20,Month-to-month,50.77,454,8.1,0,Direct debit,0
NT-00637,25-34,32,One-year,44.84,79,2.4,0,Direct debit,0
NT-00638,25-34,53,Month-to-month,45.45,390,7.6,1,Direct debit,0
NT-00639,35-44,16,One-year,38.37,374,24.0,1,Direct debit,1
NT-00640,18-24,18,Two-year,12.0,497,6.7,0,Bank transfer,0
NT-00641,25-34,34,Two-year,41.09,363,4.0,3,Direct debit,0
NT-00642,25-34,40,Month-to-month,42.48,903,21.9,2,Credit card (tokenised),0
NT-00643,25-34,12,Month-to-month,51.51,260,11.3,0,Credit card (tokenised),0
NT-00644,18-24,63,One-year,28.99,172,7.8,1,Bank transfer,0
NT-00645,55-64,24,One-year,58.19,512,4.7,2,Direct debit,0
NT-00646,45-54,12,Month-to-month,34.27,394,10.4,1,Credit card (tokenised),0
NT-00647,45-54,11,Two-year,32.21,177,8.1,1,Direct debit,0
NT-00648,55-64,11,Month-to-month,29.35,458,12.9,1,Credit card (tokenised),0
NT-00649,35-44,49,Month-to-month,50.56,604,1.9,2,Direct debit,0
NT-00650,18-24,29,Month-to-month,24.85,404,11.2,2,Direct debit,0
NT-00651,35-44,49,Month-to-month,45.58,363,18.8,0,Credit card (tokenised),0
NT-00652,45-54,27,Month-to-month,28.31,115,1.7,1,Direct debit,0
NT-00653,45-54,48,Two-year,37.47,255,27.4,1,Bank transfer,0
NT-00654,35-44,26,Month-to-month,19.7,169,4.6,0,Direct debit,0
NT-00655,18-24,3,Month-to-month,47.42,466,2.3,0,Credit card (tokenised),1
NT-00656,25-34,37,One-year,36.2,118,7.2,0,Credit card (tokenised),0
NT-00657,35-44,28,One-year,44.69,126,3.6,0,Direct debit,1
NT-00658,45-54,25,One-year,35.85,158,4.2,0,Bank transfer,0
NT-00659,35-44,17,Month-to-month,44.33,194,7.2,2,Direct debit,0
NT-00660,25-34,40,One-year,37.45,145,6.0,0,Bank transfer,0
NT-00661,65+,15,Month-to-month,46.89,248,7.5,0,Direct debit,0
NT-00662,45-54,40,Month-to-month,44.41,263,28.6,0,Credit card (tokenised),0
NT-00663,25-34,30,Month-to-month,40.35,561,1.6,2,Direct debit,0
NT-00664,18-24,40,Month-to-month,27.2,173,5.1,0,Direct debit,0
NT-00665,25-34,31,Month-to-month,32.75,198,12.4,0,Direct debit,0
NT-00666,25-34,51,One-year,28.73,448,9.2,1,Direct debit,0
NT-00667,25-34,35,Month-to-month,55.14,504,11.4,0,Direct debit,0
NT-00668,25-34,30,One-year,47.36,346,10.0,0,Credit card (tokenised),0
NT-00669,25-34,6,Month-to-month,38.45,446,7.9,2,Credit card (tokenised),1
NT-00670,25-34,52,Month-to-month,31.25,83,1.2,1,Direct debit,0
NT-00671,55-64,11,Month-to-month,28.52,528,23.0,3,Credit card (tokenised),1
NT-00672,18-24,13,Two-year,39.47,310,5.1,0,Direct debit,0
NT-00673,35-44,42,Two-year,60.12,456,3.1,2,Credit card (tokenised),0
NT-00674,35-44,29,Two-year,38.07,368,9.2,1,Direct debit,0
NT-00675,65+,11,One-year,52.42,242,35.8,1,Credit card (tokenised),0
NT-00676,18-24,21,One-year,41.31,404,15.4,1,Credit card (tokenised),0
NT-00677,35-44,51,One-year,44.75,219,17.9,0,Credit card (tokenised),0
NT-00678,65+,31,One-year,32.29,1001,55.8,1,Credit card (tokenised),0
NT-00679,55-64,29,Month-to-month,35.64,107,11.3,0,Bank transfer,0
NT-00680,55-64,19,Month-to-month,28.03,520,2.5,1,Bank transfer,0
